player_id,height,weight,season_exp,jersey,position,team_id,team_name,team_city,full_name,is_active
1630200,6-1,185,3,33,Guard,1610612759,Spurs,San Antonio,Tre Jones,1
1626145,6-2,196,8,21,Guard,1610612764,Wizards,Washington,Tyus Jones,1
1627884,6-6,210,7,5,Forward,1610612741,Bulls,Chicago,Derrick Jones Jr.,1
201599,6-11,265,15,6,Center,1610612743,Nuggets,Denver,DeAndre Jordan,1
202709,6-3,200,12,18,Guard,1610612765,Pistons,Detroit,Cory Joseph,1
1631107,6-10,205,1,5,Forward,1610612748,Heat,Miami,Nikola Jovic,1
1630548,6-6,209,1,33,Guard,1610612762,Jazz,Utah,Johnny Juzang,1
1626163,7-0,240,8,33,Forward-Center,1610612745,Rockets,Houston,Frank Kaminsky,1
1631211,6-4,221,1,3,Guard,1610612752,Knicks,New York,Trevor Keels,1
1628379,6-5,206,6,10,Guard,1610612763,Grizzlies,Memphis,Luke Kennard,1
1631117,7-0,245,1,24,Center,1610612762,Jazz,Utah,Walker Kessler,1
1630296,6-8,225,2,0,Forward,0,,,Braxton Key,1
1630557,6-6,224,2,24,Forward,1610612764,Wizards,Washington,Corey Kispert,1
1628467,6-10,240,6,42,Forward,1610612742,Mavericks,Dallas,Maxi Kleber,1
1628995,6-7,215,5,11,Forward,1610612757,Trail Blazers,Portland,Kevin Knox II,1
1631132,7-0,230,1,35,Center,1610612761,Raptors,Toronto,Christian Koloko,1
1629723,6-5,210,4,46,Guard,1610612763,Grizzlies,Memphis,John Konchar,1
1627788,6-7,202,6,30,Guard-Forward,1610612755,76ers,Philadelphia,Furkan Korkmaz,1
1630249,6-8,195,2,27,Guard,1610612737,Hawks,Atlanta,Vit Krejci,1
1628398,6-9,221,6,33,Forward,1610612764,Wizards,Washington,Kyle Kuzma,1
1631222,6-7,235,1,3,Forward,1610612763,Grizzlies,Memphis,Jake LaRavia,1
203897,6-5,200,9,8,Guard,1610612741,Bulls,Chicago,Zach LaVine,1
1630237,6-6,227,3,40,Forward,1610612744,Warriors,Golden State,Anthony Lamb,1
1629111,6-11,255,2,11,Center,1610612756,Suns,Phoenix,Jock Landale,1
1629641,6-5,216,4,35,Guard-Forward,1610612759,Spurs,San Antonio,Romeo Langford,1
1630639,6-6,179,1,9,Guard,1610612742,Mavericks,Dallas,A.J. Lawson,1
1627774,6-8,209,7,10,Forward,1610612750,Timberwolves,Minnesota,Jake Layman,1
1627747,6-6,205,7,3,Guard,1610612739,Cavaliers,Cleveland,Caris LeVert,1
1627814,6-5,210,6,10,Guard-Forward,1610612756,Suns,Phoenix,Damion Lee,1
203458,7-2,250,10,25,Center,1610612758,Kings,Sacramento,Alex Len,1
202695,6-7,225,11,2,Forward,1610612746,Clippers,LA,Kawhi Leonard,1
1631171,6-7,245,0,34,Forward,1610612741,Bulls,Chicago,Justin Lewis,1
203081,6-2,195,11,0,Guard,1610612757,Trail Blazers,Portland,Damian Lillard,1
1629642,6-5,220,4,10,Forward-Guard,1610612757,Trail Blazers,Portland,Nassir Little,1
1630587,6-6,232,2,12,Forward,1610612765,Pistons,Detroit,Isaiah Livers,1
1631254,6-6,275,1,6,Forward,1610612763,Grizzlies,Memphis,Kenneth Lofton Jr.,1
1626172,6-9,222,8,5,Forward,1610612744,Warriors,Golden State,Kevon Looney,1
201577,7-0,281,15,33,Center,1610612739,Cavaliers,Cleveland,Robin Lopez,1
201567,6-8,251,15,0,Forward-Center,1610612748,Heat,Miami,Kevin Love,1
200768,6-0,196,17,7,Guard,1610612748,Heat,Miami,Kyle Lowry,1
1627789,6-7,215,7,7,Guard-Forward,1610612737,Hawks,Atlanta,Timothe Luwawu-Cabarrot,1
1630588,0,0,0,0,,0,,,Makur Maker,1
1630572,6-10,240,2,54,Forward-Center,1610612759,Spurs,San Antonio,Sandro Mamukelashvili,1
1629611,6-5,215,4,14,Guard-Forward,1610612746,Clippers,LA,Terance Mann,1
1630544,6-3,178,2,23,Guard,1610612760,Thunder,Oklahoma City,Tre Mann,1
1626246,7-4,290,8,51,Center,1610612745,Rockets,Houston,Boban Marjanovic,1
1628374,7-0,240,6,23,Forward-Center,1610612762,Jazz,Utah,Lauri Markkanen,1
1630230,6-7,220,3,8,Forward,1610612740,Pelicans,New Orleans,Naji Marshall,1
1628997,6-5,205,4,16,Forward,1610612748,Heat,Miami,Caleb Martin,1
1628998,6-6,205,4,11,Forward,1610612766,Hornets,Charlotte,Cody Martin,1
1629103,6-5,230,4,0,Forward,0,,,Kelan Martin,1
1631213,6-6,215,1,22,Guard,1610612737,Hawks,Atlanta,Tyrese Martin,1
1630231,6-7,215,3,6,Forward,1610612745,Rockets,Houston,Kenyon Martin Jr.,1
1629726,6-6,215,4,25,Guard,1610612737,Hawks,Atlanta,Garrison Mathews,1
1631097,6-5,210,1,00,Guard-Forward,1610612754,Pacers,Indiana,Bennedict Mathurin,1
202083,6-5,220,14,23,Guard,1610612749,Bucks,Milwaukee,Wesley Matthews,1
1630219,6-4,205,3,0,Guard,0,,,Skylar Mays,1
1630540,6-2,195,2,2,Guard,1610612752,Knicks,New York,Miles McBride,1
204456,6-1,190,8,9,Guard,1610612754,Pacers,Indiana,T.J. McConnell,1
1629667,6-9,205,4,7,Forward-Center,1610612755,76ers,Philadelphia,Jalen McDaniels,1
203926,6-6,225,9,17,Forward,1610612759,Spurs,San Antonio,Doug McDermott,1
1630253,6-6,195,2,30,Forward,1610612763,Grizzlies,Memphis,Sean McDermott,1
203585,6-4,205,7,17,Guard,1610612765,Pistons,Detroit,Rodney McGruder,1
1629162,6-0,185,4,6,Guard,1610612750,Timberwolves,Minnesota,Jordan McLaughlin,1
1629001,6-2,200,5,8,Guard,1610612755,76ers,Philadelphia,De'Anthony Melton,1
1630241,6-4,205,3,20,Guard,1610612739,Cavaliers,Cleveland,Sam Merrill,1
1629002,6-9,225,5,7,Forward-Center,1610612758,Kings,Sacramento,Chimezie Metu,1
203114,6-7,222,11,22,Forward,1610612749,Bucks,Milwaukee,Khris Middleton,1
1630627,0,0,0,0,,0,,,Isaiah Miller,1
1629003,6-5,205,5,18,Guard-Forward,1610612755,76ers,Philadelphia,Shake Milton,1
1631169,6-8,205,1,8,Forward,1610612750,Timberwolves,Minnesota,Josh Minott,1
1630558,6-0,202,2,15,Guard,1610612758,Kings,Sacramento,Davion Mitchell,1
1628378,6-1,215,6,45,Guard,1610612739,Cavaliers,Cleveland,Donovan Mitchell,1
1630596,6-11,215,2,4,Center,1610612739,Cavaliers,Cleveland,Evan Mobley,1
1630600,6-8,238,1,15,Forward,1610612739,Cavaliers,Cleveland,Isaiah Mobley,1
1631320,6-5,223,1,0,Forward,0,,,Chima Moneke,1
1628370,6-3,200,6,0,Guard,1610612758,Kings,Sacramento,Malik Monk,1
1630541,6-5,211,2,4,Guard,1610612744,Warriors,Golden State,Moses Moody,1
1629875,6-0,165,2,15,Guard,1610612746,Clippers,LA,Xavier Moon,1
1631111,6-5,215,1,7,Guard,1610612750,Timberwolves,Minnesota,Wendell Moore Jr.,1
1629630,6-2,174,4,12,Guard,1610612763,Grizzlies,Memphis,Ja Morant,1
202693,6-9,245,12,13,Forward,1610612742,Mavericks,Dallas,Markieff Morris,1
1628420,6-2,183,6,22,Guard,1610612764,Wizards,Washington,Monte Morris,1
1630530,6-8,206,2,25,Forward,1610612740,Pelicans,New Orleans,Trey Murphy III,1
1627749,6-5,180,6,5,Guard,1610612737,Hawks,Atlanta,Dejounte Murray,1
1627750,6-4,215,6,27,Guard,1610612743,Nuggets,Denver,Jamal Murray,1
1631099,6-8,225,1,13,Forward,1610612758,Kings,Sacramento,Keegan Murray,1
203488,6-11,240,10,57,Forward-Center,1610612764,Wizards,Washington,Mike Muscala,1
1629004,6-7,205,5,17,Guard-Forward,1610612766,Hornets,Charlotte,Svi Mykhailiuk,1
1626204,6-8,245,8,22,Forward-Center,1610612740,Pelicans,New Orleans,Larry Nance Jr.,1
1630612,6-4,200,2,5,Guard,1610612739,Cavaliers,Cleveland,RJ Nembhard Jr.,1
1630174,6-5,215,3,23,Guard-Forward,1610612754,Pacers,Indiana,Aaron Nesmith,1
203526,6-2,180,8,19,Guard,1610612739,Cavaliers,Cleveland,Raul Neto,1
1627777,6-7,230,7,20,Forward,1610612755,76ers,Philadelphia,Georges Niang,1
1630227,6-4,226,3,15,Guard,1610612745,Rockets,Houston,Daishen Nix,1
1630192,6-9,240,3,22,Forward-Center,1610612743,Nuggets,Denver,Zeke Nnaji,1
203457,6-10,220,9,0,Center-Forward,0,,,Nerlens Noel,1
1629669,6-4,201,4,4,Guard,1610612750,Timberwolves,Minnesota,Jaylen Nowell,1
1628373,6-4,200,6,21,Guard,1610612742,Mavericks,Dallas,Frank Ntilikina,1
1629134,6-3,190,3,20,Guard,1610612764,Wizards,Washington,Kendrick Nunn,1
203994,7-0,290,9,27,Center,1610612757,Trail Blazers,Portland,Jusuf Nurkic,1
1629670,6-9,225,3,13,Forward,1610612754,Pacers,Indiana,Jordan Nwora,1
1626220,6-6,226,6,00,Forward,1610612751,Nets,Brooklyn,Royce O'Neale,1
1629006,6-4,213,5,2,Guard,1610612756,Suns,Phoenix,Josh Okogie,1
1630168,6-9,240,3,17,Forward-Center,1610612737,Hawks,Atlanta,Onyeka Okongwu,1
1630171,6-5,225,3,35,Forward-Guard,1610612739,Cavaliers,Cleveland,Isaac Okoro,1
1629644,6-8,215,4,0,Forward-Guard,0,,,KZ Okpala,1
203506,6-3,213,10,4,Guard,1610612748,Heat,Miami,Victor Oladipo,1
203482,6-11,240,10,41,Forward-Center,1610612762,Jazz,Utah,Kelly Olynyk,1
1630647,6-6,235,3,97,Forward,1610612765,Pistons,Detroit,Eugene Omoruyi,1
1626224,6-7,230,6,16,Forward,1610612739,Cavaliers,Cleveland,Cedi Osman,1
1626162,6-6,203,8,12,Forward-Guard,1610612766,Hornets,Charlotte,Kelly Oubre Jr.,1
1629672,6-6,255,4,0,Forward,1610612762,Jazz,Utah,Eric Paschall,1
101108,6-0,175,18,3,Guard,1610612764,Wizards,Washington,Chris Paul,1
1626166,6-1,183,8,15,Guard,1610612756,Suns,Phoenix,Cameron Payne,1
1627780,6-2,195,7,8,Guard,1610612744,Warriors,Golden State,Gary Payton II,1
1630691,6-9,206,2,24,Forward,1610612765,Pistons,Detroit,Jamorko Pickett,1
1630321,0,0,0,0,,0,,,Nate Pierre-Louis,1
1629033,6-7,212,5,1,Guard-Forward,1610612742,Mavericks,Dallas,Theo Pinson,1
1631342,0,0,0,0,,0,,,Daeqwon Plowden,1
203486,7-0,254,10,44,Forward-Center,1610612746,Clippers,LA,Mason Plumlee,1
1627751,7-1,245,7,19,Center,1610612761,Raptors,Toronto,Jakob Poeltl,1
1630197,7-0,210,3,17,Forward,1610612760,Thunder,Oklahoma City,Aleksej Pokusevski,1
1629673,6-4,194,4,3,Guard,1610612744,Warriors,Golden State,Jordan Poole,1
1629645,6-4,203,4,3,Guard-Forward,1610612745,Rockets,Houston,Kevin Porter Jr.,1
203490,6-8,198,10,32,Forward,1610612761,Raptors,Toronto,Otto Porter Jr.,1
1626171,6-11,250,8,9,Forward,1610612749,Bucks,Milwaukee,Bobby Portis,1
204001,7-3,240,7,6,Forward-Center,1610612738,Celtics,Boston,Kristaps Porzingis,1
1626181,6-4,215,8,24,Guard,1610612746,Clippers,LA,Norman Powell,1
1630554,6-3,181,1,17,Guard,1610612746,Clippers,LA,Jason Preston,1
1630563,6-6,189,2,0,Guard,0,,,Joshua Primo,1
1630202,6-1,195,3,11,Guard,1610612738,Celtics,Boston,Payton Pritchard,1
1629674,7-0,248,2,88,Center,1610612758,Kings,Sacramento,Neemias Queta,1
1630193,6-2,190,3,5,Guard,1610612752,Knicks,New York,Immanuel Quickley,1
1631311,6-4,208,1,25,Guard,1610612744,Warriors,Golden State,Lester Quinones,1
1630559,6-5,197,2,15,Guard,1610612747,Lakers,Los Angeles,Austin Reaves,1
1629629,6-7,217,4,5,Forward-Guard,1610612757,Trail Blazers,Portland,Cam Reddish,1
1628432,6-5,206,4,0,Guard,0,,,Davon Reed,1
1629675,6-9,264,4,11,Center-Forward,1610612750,Timberwolves,Minnesota,Naz Reid,1
1630208,7-0,245,3,4,Center,1610612766,Hornets,Charlotte,Nick Richards,1
1626196,6-6,200,8,2,Guard,1610612748,Heat,Miami,Josh Richardson,1
203085,6-4,200,11,25,Guard,1610612750,Timberwolves,Minnesota,Austin Rivers,1
1629130,6-7,215,5,55,Forward,1610612748,Heat,Miami,Duncan Robinson,1
1629011,7-0,240,5,23,Center-Forward,1610612752,Knicks,New York,Mitchell Robinson,1
1631115,6-10,235,1,25,Center,1610612748,Heat,Miami,Orlando Robinson,1
1630526,6-8,240,2,50,Forward,1610612760,Thunder,Oklahoma City,Jeremiah Robinson-Earl,1
1629676,6-8,230,4,18,Forward,1610612752,Knicks,New York,Isaiah Roby,1
1631223,6-4,255,1,27,Forward,1610612763,Grizzlies,Memphis,David Roddy,1
1631157,6-3,180,1,2,Guard,1610612744,Warriors,Golden State,Ryan Rollins,1
203082,6-7,206,11,8,Guard-Forward,1610612756,Suns,Phoenix,Terrence Ross,1
1626179,6-1,190,8,3,Guard,1610612766,Hornets,Charlotte,Terry Rozier,1
1626156,6-4,193,8,1,Guard,1610612747,Lakers,Los Angeles,D'Angelo Russell,1
1627734,7-1,240,7,10,Forward-Center,1610612758,Kings,Sacramento,Domantas Sabonis,1
203967,6-10,225,6,9,Forward-Center,1610612760,Thunder,Oklahoma City,Dario Saric,1
1630846,6-11,240,2,30,Center,1610612760,Thunder,Oklahoma City,Olivier Sarr,1
1630648,6-6,200,2,0,Guard,0,,,Jordan Schakel,1
1629678,6-5,241,3,25,Forward,1610612753,Magic,Orlando,Admiral Schofield,1
203471,6-1,172,10,17,Guard,1610612747,Lakers,Los Angeles,Dennis Schroder,1
1631220,6-5,180,1,0,Guard,1610612740,Pelicans,New Orleans,Dereon Seabron,1
1630578,6-11,243,2,28,Center,1610612745,Rockets,Houston,Alperen Sengun,1
1629013,6-4,190,5,14,Guard,1610612764,Wizards,Washington,Landry Shamet,1
1631101,6-5,200,1,17,Guard,1610612757,Trail Blazers,Portland,Shaedon Sharpe,1
1627783,6-8,230,7,43,Forward,1610612761,Raptors,Toronto,Pascal Siakam,1
1627732,6-10,240,5,10,Guard-Forward,1610612751,Nets,Brooklyn,Ben Simmons,1
1630250,7-0,220,2,19,Center,1610612741,Bulls,Chicago,Marko Simonovic,1
1629014,6-3,181,5,1,Guard,1610612757,Trail Blazers,Portland,Anfernee Simons,1
1631301,0,0,0,0,,0,,,Jaylen Sims,1
1630579,6-10,250,2,45,Center,1610612752,Knicks,New York,Jericho Sims,1
1629686,6-8,190,3,0,Forward-Guard,0,,,Deividas Sirvydis,1
1630606,6-4,205,2,15,Guard,1610612748,Heat,Miami,Javonte Smart,1
203935,6-4,220,9,36,Guard,1610612763,Grizzlies,Memphis,Marcus Smart,1
1630188,6-9,215,3,25,Forward-Center,1610612754,Pacers,Indiana,Jalen Smith,1
1628372,6-2,205,6,8,Guard,1610612766,Hornets,Charlotte,Dennis Smith Jr.,1
1631095,6-11,220,1,1,Forward,1610612745,Rockets,Houston,Jabari Smith Jr.,1
1630270,6-5,215,2,19,Forward,1610612766,Hornets,Charlotte,Xavier Sneed,1
1631110,6-8,230,1,10,Forward,1610612759,Spurs,San Antonio,Jeremy Sochan,1
1630311,0,0,0,0,,0,,,Pat Spencer,1
1630531,6-4,202,2,11,Guard,1610612755,76ers,Philadelphia,Jaden Springer,1
1630205,6-6,230,3,8,Forward,1610612739,Cavaliers,Cleveland,Lamar Stevens,1
1630597,6-5,205,1,18,Guard,1610612759,Spurs,San Antonio,DJ Stewart,1
1630191,6-8,250,3,28,Forward-Center,1610612765,Pistons,Detroit,Isaiah Stewart,1
1629622,6-5,215,4,31,Guard-Forward,1610612748,Heat,Miami,Max Strus,1
1630591,6-5,205,2,4,Guard,1610612753,Magic,Orlando,Jalen Suggs,1
1628410,6-4,196,5,4,Guard,1610612751,Nets,Brooklyn,Edmond Sumner,1
1631306,6-9,220,1,20,Forward,1610612747,Lakers,Los Angeles,Cole Swider,1
1630256,6-5,230,3,8,Forward,1610612745,Rockets,Houston,Jae'Sean Tate,1
1628369,6-8,210,6,0,Forward-Guard,1610612738,Celtics,Boston,Jayson Tatum,1
1630678,6-4,230,2,32,Forward,1610612741,Bulls,Chicago,Terry Taylor,1
202066,6-6,195,13,41,Guard-Forward,1610612740,Pelicans,New Orleans,Garrett Temple,1
1631207,6-7,195,1,25,Forward,1610612741,Bulls,Chicago,Dalen Terry,1
1628464,6-8,245,6,27,Forward-Center,1610612754,Pacers,Indiana,Daniel Theis,1
1630560,6-3,210,2,24,Guard,1610612751,Nets,Brooklyn,Cam Thomas,1
202691,6-6,220,10,11,Guard,1610612744,Warriors,Golden State,Klay Thompson,1
1630550,6-9,203,2,21,Forward,1610612766,Hornets,Charlotte,JT Thor,1
1629680,6-5,201,4,4,Guard-Forward,1610612757,Trail Blazers,Portland,Matisse Thybulle,1
1630214,6-7,245,3,2,Forward,1610612763,Grizzlies,Memphis,Xavier Tillman,1
1630225,6-9,219,2,14,Forward,1610612756,Suns,Phoenix,Isaiah Todd,1
1630167,6-9,220,3,1,Forward,1610612752,Knicks,New York,Obi Toppin,1
1629308,6-6,209,4,95,Forward,1610612762,Jazz,Utah,Juan Toscano-Anderson,1
1626157,7-0,248,8,32,Center-Forward,1610612750,Timberwolves,Minnesota,Karl-Anthony Towns,1
200782,6-5,245,12,17,Forward,1610612755,76ers,Philadelphia,P.J. Tucker,1
1626167,6-11,250,8,33,Center-Forward,1610612754,Pacers,Indiana,Myles Turner,1
1630649,6-6,210,1,0,Guard,0,,,Stanley Umude,1
202685,6-11,265,11,17,Center,1610612740,Pelicans,New Orleans,Jonas Valanciunas,1
1629020,6-8,214,5,2,Forward,1610612747,Lakers,Los Angeles,Jarred Vanderbilt,1
1630492,6-3,190,2,6,Guard,1610612749,Bucks,Milwaukee,Luca Vildoza,1
1629216,6-2,200,4,2,Guard,1610612748,Heat,Miami,Gabe Vincent,1
203943,6-10,257,8,0,Forward,0,,,Noah Vonleh,1
202696,6-10,260,12,9,Center,1610612741,Bulls,Chicago,Nikola Vucevic,1
1629731,6-9,228,4,32,Forward-Center,1610612739,Cavaliers,Cleveland,Dean Wade,1
1630688,6-5,250,2,12,Forward,1610612756,Suns,Phoenix,Ish Wainright,1
202689,6-0,184,12,0,Guard,0,,,Kemba Walker,1
1629022,6-4,204,5,4,Guard-Forward,1610612747,Lakers,Los Angeles,Lonnie Walker IV,1
202322,6-3,210,11,0,Guard,0,,,John Wall,1
203933,6-8,220,8,21,Forward,1610612756,Suns,Phoenix,T.J. Warren,1
1630613,6-2,197,2,4,Guard,1610612752,Knicks,New York,Duane Washington Jr.,1
1631102,6-3,195,1,0,Guard,1610612745,Rockets,Houston,TyTy Washington Jr.,1
1630322,6-6,210,2,12,Forward,1610612760,Thunder,Oklahoma City,Lindy Waters III,1
1631212,6-7,200,1,8,Guard,1610612743,Nuggets,Denver,Peyton Watson,1
1631104,6-4,185,1,14,Guard,1610612759,Spurs,San Antonio,Blake Wesley,1
1629632,6-5,195,4,0,Guard,1610612741,Bulls,Chicago,Coby White,1
1628401,6-4,190,6,9,Guard,1610612738,Celtics,Boston,Derrick White,1
1631298,6-7,225,1,10,Forward,1610612743,Nuggets,Denver,Jack White,1
1630580,6-6,205,2,11,Guard-Forward,1610612761,Raptors,Toronto,Joe Wieskamp,1
1630598,6-5,190,2,21,Guard,1610612760,Thunder,Oklahoma City,Aaron Wiggins,1
203952,6-7,197,9,22,Forward,1610612744,Warriors,Golden State,Andrew Wiggins,1
1629623,6-1,189,2,28,Guard,1610612749,Bucks,Milwaukee,Lindell Wigginton,1
1631214,6-4,210,1,0,Guard,0,,,Alondes Williams,1
1629684,6-6,236,4,12,Forward,1610612738,Celtics,Boston,Grant Williams,1
1631114,6-5,211,1,8,Guard-Forward,1610612760,Thunder,Oklahoma City,Jalen Williams,1
1631109,7-0,240,1,5,Center,1610612766,Hornets,Charlotte,Mark Williams,1
1630172,6-7,215,3,44,Forward,1610612741,Bulls,Chicago,Patrick Williams,1
1630533,6-9,185,2,8,Forward,1610612763,Grizzlies,Memphis,Ziaire Williams,1
1629057,6-9,237,5,44,Center-Forward,1610612738,Celtics,Boston,Robert Williams III,1
1631246,6-4,205,1,5,Guard,1610612763,Grizzlies,Memphis,Vince Williams Jr.,1
1629627,6-6,284,3,1,Forward,1610612740,Pelicans,New Orleans,Zion Williamson,1
1628391,6-10,231,6,0,Forward,0,,,D.J. Wilson,1
1629685,6-7,196,3,9,Guard-Forward,1610612739,Cavaliers,Cleveland,Dylan Windler,1
1626159,6-6,222,8,26,Forward-Guard,1610612757,Trail Blazers,Portland,Justise Winslow,1
1630164,7-0,240,2,13,Center,1610612765,Pistons,Detroit,James Wiseman,1
1626174,6-9,214,7,35,Forward,1610612742,Mavericks,Dallas,Christian Wood,1
1626153,6-5,185,8,55,Guard,1610612764,Wizards,Washington,Delon Wright,1
1630593,5-11,192,2,23,Guard,1610612742,Mavericks,Dallas,McKinley Wright IV,1
201152,6-8,235,16,21,Forward,1610612761,Raptors,Toronto,Thaddeus Young,1
1629027,6-1,164,5,11,Guard,1610612737,Hawks,Atlanta,Trae Young,1
1630209,6-11,275,2,77,Center,1610612748,Heat,Miami,Omer Yurtseven,1
203469,6-11,240,10,44,Forward-Center,1610612748,Heat,Miami,Cody Zeller,1
1627826,7-0,240,7,40,Center,1610612746,Clippers,LA,Ivica Zubac,1
